id,title_short,decision,reason_code,confidence,rationale,revisado_manualmente,color_numbers
2684,Robust Change-Point Detection for Functional Time Series Based on $U$-Statistics and Dependent Wild ,include,none,alta,Deteccion robusta de puntos de cambio para FTS via U-statistics.,no,
2685,Demystifying Functional Random Forests: Novel Explainability Tools for Model Transparency in High-Di,include,none,media,Herramientas de explicabilidad para random forests funcionales.,no,
2686,Trend extraction in functional data of R and T waves amplitudes of exercise electrocardiogram,include,none,baja,"FDA aplicado a ondas ECG durante ejercicio, dominio medico ajeno.",no,
2687,Beyond average warming: Two-sample inference for dense-sparse functional data reveals changes in int,include,none,media,"Inferencia dos-muestras dense-sparse FDA para patrones de temperatura, dominio ajeno.",no,
2688,Spatial function-on-function regression,include,none,alta,"Regresion espacial function-on-function, metodologia central de FDA.",no,
2689,Spatial Functional Linear Model and its Estimation Method,include,none,alta,Modelo lineal funcional espacial y su metodo de estimacion.,no,
2690,The ET Interview: Professor Joel L. Horowitz,exclude,I1,alta,"Entrevista biografica a un economista, no es investigacion sustantiva sobre el tema.",no,
2691,Making Event Study Plots Honest: A Functional Data Approach to Causal Inference,include,none,alta,"Enfoque FDA (Banach) para inferencia causal honesta en event studies, PR5.",no,
2692,A goodness-of-fit test for functional time series with applications to Ornstein-Uhlenbeck processes,include,none,alta,"Test de bondad de ajuste para modelos ARH, motivado por datos financieros de alta frecuencia.",no,
2693,Shape invariant model approach for functional data analysis in uncertainty and sensitivity studies,include,none,media,Modelo shape-invariant para FDA en estudios de incertidumbre/sensibilidad.,no,
2694,Functional Classwise Principal Component Analysis: A Novel Classification Framework,include,none,alta,"Clasificacion FPCA por clases, nuevo marco de clasificacion funcional.",no,
2695,Statistical Inference for Bures-Wasserstein Flows,include,none,media,"Inferencia estadistica para flujos de covarianza tipo Bures-Wasserstein, teoria FPCA-adyacente.",no,
2696,Functional Autoregression Without Truncation: A Continuous-Regularization Approach,include,none,alta,"FAR(1) sin truncamiento discreto, aborda directamente seleccion de dimension, PR3.",no,
2697,Day-Ahead Electricity Price Forecasting Using Merit-Order Curves Time Series,include,none,alta,"FDA aplicado a pronostico de curvas de precio electrico dia-adelante, PR5.",no,
2698,Nonparametric forecasting of multivariate probability density functions,include,none,baja,"Pronostico no parametrico de funciones de densidad, sin vocabulario FDA explicito.",no,
2699,Estimating Sleep & Work Hours from Alternative Data by Segmented Functional Classification Analysis ,include,none,alta,Analisis de clasificacion funcional segmentada aplicado a datos de comportamiento economico.,no,
2700,Exponential mixing properties of nonlinear functional autoregressive models,include,none,alta,Propiedades de mixing exponencial para modelos autorregresivos funcionales no lineales.,no,
2701,Wasserstein Regression,include,none,alta,"Regresion de Wasserstein para objetos aleatorios (medidas de probabilidad), extension FDA reconocida.",no,
2702,Nonparametric Depth and Quantile Regression for Functional Data,include,none,alta,Regresion no parametrica de profundidad y cuantiles para datos funcionales.,no,
2703,fsemipar: an R package for SoF semiparametric regression,include,none,alta,Paquete R para regresion semiparametrica scalar-on-function.,no,
2704,A new look at weather-related health impacts through functional regression,include,none,media,"Regresion funcional para impactos de salud relacionados al clima, dominio ajeno.",no,
2705,Detecting British Columbia Coastal Rainfall Patterns by Clustering Gaussian Processes,include,none,baja,"Clustering de procesos gaussianos aplicado a lluvia costera, dominio ajeno.",no,
2706,Enriched Functional Tree-Based Classifiers: A Novel Approach Leveraging Derivatives and Geometric Fe,include,none,alta,Clasificadores funcionales basados en arboles con derivadas y features geometricas.,no,
2707,Visualization and Assessment of Spatio-temporal Covariance Properties,include,none,alta,Enfoque FDA para visualizar y evaluar separabilidad de covarianza espacio-temporal.,no,
2708,Inferring Brain Signals Synchronicity from a Sample of EEG Readings,include,none,baja,"Sincronia de senales EEG, sin vocabulario FDA explicito en el resumen.",no,
2709,Can you always reap what you sow? Network and functional data analysis of VC investments in health-t,include,none,media,"Combina FDA y analisis de redes para inversiones VC en salud, dominio economico.",no,
2710,Functional Linear Regression: Dependence and Error Contamination,include,none,alta,"Regresion lineal funcional con dependencia y contaminacion por error, PR3 relevante.",no,
2711,Functional Mixtures-of-Experts,include,none,alta,Mixture-of-experts extendido a datos funcionales.,no,
2712,funBIalign: a hierachical algorithm for functional motif discovery based on mean squared residue sco,include,none,alta,Descubrimiento de motivos funcionales via clustering jerarquico.,no,
2713,A feasible central limit theorem for realised covariation of SPDEs in the context of functional data,include,none,alta,"Teorema central del limite para covariacion realizada de SPDEs, volatilidad funcional PR5.",no,
2714,A weak law of large numbers for realised covariation in a Hilbert space setting,include,none,alta,"Ley debil de grandes numeros para covariacion realizada en espacio de Hilbert, PR5.",no,
2715,Nowcasting distributions: a functional MIDAS model,include,none,alta,"Modelo MIDAS funcional via FPCA para nowcasting de distribuciones de ingreso, PR5.",no,
2716,Minimax Optimal Kernel Operator Learning via Multilevel Training,include,none,baja,"Aprendizaje de operadores en Hilbert, FDA mencionada solo como una de varias motivaciones.",no,
2717,Minimax prediction in the Functional Autoregressive Model,include,none,alta,Prediccion minimax en el modelo autorregresivo funcional (FAR).,no,
2718,Prediction of air pollutants PM10 by ARBX(1) processes,include,none,media,"Proceso ARBX(1) valuado en Banach aplicado a contaminantes PM10, dominio ajeno.",no,
2719,Splash! Robustifying Donor Pools for Policy Studies,include,none,alta,Compara FPCA-synthetic-control con otros metodos para estudios de politica publica.,no,
2720,On changepoint detection in functional data using empirical energy distance,include,none,alta,Deteccion de puntos de cambio en datos funcionales via distancia de energia empirica.,no,
2721,Fully Functional Weighted Testing for Abrupt and Gradual Location Changes in Functional Time Series,include,none,alta,"Test funcional completo para cambios de ubicacion abruptos y graduales en FTS, PR4.",no,
2722,Scalable Multiple Changepoint Detection for Functional Data Sequences,include,none,alta,Deteccion escalable de multiples puntos de cambio en secuencias de datos funcionales.,no,
2723,Selective Reviews of Bandit Problems in AI via a Statistical View,exclude,I1,alta,"Revision de bandits en RL, no relacionado a datos funcionales.",no,
2724,Functional PCA and Deep Neural Networks-based Bayesian Inverse Uncertainty Quantification with Trans,include,none,media,"FPCA + redes neuronales para cuantificacion de incertidumbre bayesiana, dominio nuclear ajeno.",no,
2725,Variational Nonparametric Inference in Functional Stochastic Block Model,include,none,alta,Inferencia variacional en modelo de bloques estocasticos funcional.,no,
2726,CoVariance Filters and Neural Networks over Hilbert Spaces,include,none,media,Filtros de covarianza y redes neuronales sobre espacios de Hilbert.,no,
2727,Spatially Varying Deep Functional Neural Network: Application in Large-Scale Crop Yield Prediction,include,none,media,"Red neuronal funcional profunda espacialmente variable para prediccion de cultivos, dominio ajeno.",no,
2728,A Statistical Machine Learning Approach to Yield Curve Forecasting,include,none,alta,"Pronostico de curva de rendimiento (yield curve) via Gaussian Process, PR5.",no,
2729,Functional Mean Flow in Hilbert Space,include,none,media,Modelo generativo de flujo medio funcional en espacio de Hilbert.,no,
2730,Market competition and poverty dynamics: Short and long run effects across financial development lev,include,none,alta,"Marco econometrico funcional para dinamica de pobreza y competencia de mercado, PR5.",no,
2731,On filter-type estimation of discretely sampled cyclic long-memory processes,include,none,media,Estimacion tipo filtro para procesos de memoria larga ciclica a partir de datos funcionales.,no,
2732,FPCA: Field-Programmable Pixel Convolutional Array for Extreme-Edge Intelligence,exclude,I1,alta,"FPCA aqui significa 'Field-Programmable Pixel Convolutional Array', colision de sigla, hardware.",no,
2733,An ensemble of convolution-based methods for fault detection using vibration signals,include,none,baja,Menciona metodos 'functional data-oriented' como una de varias categorias comparadas.,no,
2734,Probabilistic Functional Neural Networks,include,none,alta,Redes neuronales funcionales probabilisticas para pronostico de FTS de alta dimension.,no,
